monthly_income,time_of_month,savings,guests
6087,20,high,0
2545,30,low,0
3240,19,medium,0
9890,29,medium,0
4932,25,low,0
4053,28,low,0
8649,3,low,0
6800,2,high,0
5908,31,low,0
1512,6,low,1
2401,30,medium,0
2128,17,high,0
5969,19,low,0
7143,4,medium,0
1795,20,medium,0
1588,4,low,0
5455,3,low,0
4660,30,low,0
8177,13,medium,0
2964,21,medium,0
9194,29,low,0
9090,4,medium,0
3571,29,medium,0
6181,10,medium,0
9253,11,low,1
2495,16,medium,0
1978,25,high,0
2697,11,medium,0
7955,19,medium,0
2304,30,high,0
1431,28,high,0
6599,17,medium,0
7847,2,high,1
7219,22,low,1
5160,31,high,1
4443,6,low,0
8178,12,high,0
4548,10,medium,0
5942,25,high,0
1025,21,high,0
1415,30,high,0
3589,14,low,0
2064,23,high,0
5951,5,high,0
3433,11,low,0
6022,11,high,0
5280,28,low,0
8672,17,high,0
6057,26,medium,0
6742,23,low,0
5014,24,medium,0
4350,22,low,0
9878,23,medium,0
8903,28,medium,0
2523,26,high,0
5271,14,low,0
7779,8,high,0
6089,21,low,0
6556,1,high,0
6832,3,low,0
5150,13,high,0
5773,10,medium,0
8526,18,low,0
6220,14,medium,0
3600,23,low,0
9662,30,high,1
6879,30,low,0
3863,5,low,0
7323,16,low,0
6961,3,high,0
1595,28,high,0
1356,9,high,0
4711,6,medium,0
2956,31,high,0
2589,24,high,0
1301,9,high,1
9359,21,medium,0
3080,2,medium,0
4693,8,medium,0
8776,8,high,0
9218,10,high,0
7585,17,high,0
9954,1,low,0
1045,15,medium,1
1377,16,medium,0
1055,17,medium,0
2124,5,high,0
3500,22,low,0
7676,14,medium,0
6399,21,low,0
3498,22,low,0
3608,25,high,0
2178,24,medium,0
9229,5,low,0
3380,10,medium,0
9430,1,low,0
8492,16,low,0
4967,16,high,0
3294,2,high,0
1172,9,low,0
3550,30,high,0
1383,30,medium,0
8741,27,low,0
3648,13,high,1
8353,6,high,1
4660,30,medium,0
3916,20,medium,0
4567,15,medium,1
8369,26,low,0
3207,25,low,0
1912,8,high,0
9622,27,high,0
2094,23,low,0
3092,4,high,0
7687,10,low,0
3785,2,medium,0
2480,21,low,0
6162,19,medium,0
5956,29,high,0
4762,16,low,0
2026,18,high,0
4310,4,high,0
3914,7,medium,0
5930,14,medium,0
1546,28,high,1
5783,9,high,0
1910,17,high,0
1581,7,low,0
9619,31,high,0
7541,25,high,0
1437,6,medium,1
2423,28,medium,0
9099,16,high,0
8028,17,low,0
2497,29,low,0
7092,21,high,0
4161,8,medium,1
8969,28,low,0
5683,24,medium,0
3875,29,low,0
9718,21,low,0
4378,10,medium,0
1585,29,low,0
5229,27,high,0
3822,6,medium,0
6021,25,low,0
6298,22,high,0
6899,12,high,0
2451,23,low,0
7276,1,medium,0
6464,16,low,0
5782,11,medium,0
8830,30,low,0
7271,23,low,0
8070,11,high,0
8056,14,high,0
3690,21,medium,0
3235,30,medium,0
1977,8,high,0
8427,2,high,0
9585,29,low,0
3791,20,high,0
7507,13,high,0
9742,5,high,0
5135,12,low,0
6675,6,high,0
2164,31,high,0
6343,27,medium,0
3402,5,high,0
5286,20,low,1
6193,13,low,0
9483,4,medium,0
1397,25,high,0
8501,17,high,0
8546,6,medium,0
4087,23,high,0
3919,19,high,0
3109,10,high,0
4267,31,low,0
5002,23,medium,0
5879,19,medium,0
5977,26,high,0
6357,20,low,0
9796,1,medium,0
6832,30,high,1
2725,29,medium,0
2308,4,medium,0
8675,22,medium,0
8028,17,low,0
8707,6,high,0
7415,11,medium,0
8355,5,high,0
2784,24,low,0
3918,16,medium,0
1886,31,medium,0
5528,11,medium,0
7131,9,high,0
9245,10,low,0
3015,12,medium,0
8372,16,high,0
8364,14,high,0
1985,26,high,1
7092,2,low,0
5405,30,medium,0
8076,21,high,1
1389,31,low,0
9487,21,high,0
2506,10,high,0
3922,26,low,0
3999,25,medium,0
3259,18,low,0
8044,25,high,0
3996,22,high,1
4617,7,medium,0
1352,26,high,1
7592,3,low,0
4933,19,high,0
5023,14,low,0
4479,18,low,1
3238,3,high,0
6014,18,high,0
5178,25,low,0
5318,25,low,0
8991,14,medium,0
3724,13,high,0
6730,30,low,0
1926,20,high,0
9539,18,high,1
5700,24,high,0
7687,5,low,0
5118,13,low,0
2448,17,high,0
3126,8,medium,0
8338,6,low,0
8639,2,low,0
4668,27,high,0
1807,11,high,0
8928,19,low,0
4359,27,medium,0
5919,25,high,0
3029,1,medium,0
2835,13,high,0
6735,9,high,0
3581,12,high,0
8311,13,high,0
7988,5,medium,0
3044,17,low,0
4271,15,medium,0
6586,20,medium,0
2729,8,low,0
1506,21,medium,0
5609,18,medium,0
8087,3,medium,0
9266,9,high,0
4689,7,low,0
4718,14,high,0
6907,31,low,0
6784,29,medium,0
5477,15,medium,0
8090,7,high,0
1192,3,high,0
1087,30,high,0
6516,4,medium,0
2095,22,low,0
5328,19,high,0
1278,10,low,0
5773,3,high,0
6077,1,medium,0
5534,27,medium,0
4414,5,low,0
7178,14,low,0
9768,11,medium,0
6862,9,low,0
6254,26,high,1
1331,12,high,0
8770,31,medium,0
5330,29,high,0
2520,18,high,0
3878,28,low,1
6300,13,high,0
8442,10,medium,0
2233,29,high,0
3882,6,high,0
3225,15,high,0
6210,17,medium,1
7540,20,medium,1
6183,6,high,0
1270,25,high,0
4039,21,high,0
1366,10,high,0
3017,3,high,0
4121,7,medium,0
7281,5,high,0
4299,28,high,0
9769,28,high,0
6228,11,high,0
8807,18,high,0
9406,9,medium,0
4956,20,high,0
4772,16,high,0
9045,30,high,1
4383,15,medium,1
2353,14,high,0
2780,15,medium,1
7969,22,medium,0
8281,10,low,0
5096,20,medium,0
4117,15,medium,0
1756,9,low,0
9558,13,medium,0
9485,19,low,0
4113,18,low,0
7408,14,medium,0
6727,9,low,0
7554,19,high,1
7730,15,medium,0
7906,1,high,0
9433,21,high,0
6490,21,medium,0
6700,31,high,0
2328,25,low,0
7393,13,medium,0
1274,10,medium,0
4528,6,medium,1
7863,25,low,0
4993,2,high,0
5582,26,low,0
2100,23,high,1
7696,22,medium,0
2699,15,low,0
7363,20,high,0
2295,23,high,0
6676,14,low,0
8456,6,high,0
8771,5,high,0
2974,24,high,0
2737,17,low,0
5279,27,low,0
8834,30,low,0
7991,27,low,0
5878,20,medium,0
8735,15,high,0
4424,21,medium,1
9101,28,low,0
9070,31,medium,0
1501,5,low,0
4836,13,low,1
3197,7,low,0
1706,6,high,0
2812,21,high,1
7263,8,high,0
6465,24,medium,0
1018,8,low,0
9808,25,high,0
7968,16,low,0
1037,25,medium,0
7505,23,medium,0
3197,30,high,0
9302,5,medium,0
4761,19,high,1
9722,21,high,0
1891,21,low,0
5220,4,high,0
9341,8,low,1
3784,8,medium,1
1301,30,low,0
6125,2,high,1
8736,1,medium,0
3000,11,medium,0
8676,12,high,0
1632,12,high,0
7524,12,medium,0
5743,2,low,1
2206,2,medium,0
5625,28,high,0
3897,19,low,0
1910,5,high,0
9129,13,low,0
4922,30,medium,0
6151,29,high,0
6026,30,low,0
2388,10,high,1
5860,14,high,1
8207,11,medium,0
6096,7,high,0
7381,15,medium,0
9353,12,high,0
2710,7,high,0
1420,11,low,0
8162,23,medium,0
8375,31,high,1
6831,18,medium,0
4149,14,high,0
3135,19,medium,0
3081,27,medium,1
2729,18,high,0
2768,31,high,0
1796,11,low,0
9117,28,medium,0
7658,5,medium,0
8984,17,medium,0
9499,5,medium,0
7608,13,medium,1
6675,16,medium,0
3587,13,low,0
5798,3,medium,0
2625,30,high,0
2434,12,high,0
6963,8,low,0
5930,7,high,0
5460,15,low,0
6090,20,medium,0
5257,3,high,0
4159,26,low,0
4762,14,medium,0
5283,4,low,0
7146,14,high,0
7762,22,high,0
7987,13,high,0
3388,30,low,0
3203,29,medium,0
8295,17,medium,0
9297,9,medium,0
3337,9,low,0
5896,11,low,0
1088,25,low,0
3727,12,medium,0
5185,10,medium,0
6350,29,low,0
6534,6,medium,0
6577,19,high,0
8080,11,low,0
9868,8,medium,0
2720,6,medium,0
8970,19,low,1
7647,26,medium,0
5808,1,low,0
8083,5,high,0
1526,30,low,0
3466,25,high,0
5405,17,high,0
9056,24,low,0
2697,29,high,0
9448,31,medium,0
4671,18,medium,1
8151,1,medium,1
7919,22,high,0
9579,16,low,0
7039,31,high,0
7360,18,medium,0
9179,26,low,0
3058,1,low,0
4985,8,low,0
4989,19,low,0
8158,21,high,0
2515,23,medium,0
5956,3,medium,0
1546,15,medium,0
3784,24,high,0
3188,30,low,0
8510,24,high,0
5552,28,low,0
8578,9,high,0
5392,14,low,0
7341,22,medium,1
3606,30,high,0
1196,31,medium,0
8728,9,low,0
5935,29,medium,1
5593,14,low,1
6937,14,low,0
5852,30,low,0
3401,13,medium,0
6179,25,low,0
4061,9,low,0
7247,15,medium,0
5574,4,low,1
3382,29,medium,0
9926,15,low,1
4520,27,medium,0
6435,5,high,0
2947,25,medium,0
4371,10,low,0
9710,6,medium,0
4941,12,low,0
7540,27,medium,1
7380,23,high,0
3727,26,low,0
9666,3,medium,0
5984,22,medium,0
4927,14,low,0
5110,12,high,0
7537,19,high,0
8005,29,medium,0
9853,10,high,0
7641,23,medium,0
9273,27,low,0
5889,13,low,0
8418,13,low,0
8247,4,medium,0
2453,6,low,0
3774,24,medium,0
5447,28,medium,0
9338,9,high,0
7456,5,low,0
5838,13,medium,1
5255,22,high,1
3137,3,high,0
8025,21,medium,0
9665,21,medium,0
5949,28,high,0
1801,15,medium,0
9149,7,low,0
5531,29,medium,0
9585,28,medium,0
8787,27,high,0
8756,12,high,0
3310,14,low,1
3797,8,medium,0
8294,21,high,1
2635,6,medium,0
2158,28,medium,0
1558,5,medium,0
9266,12,high,0
1185,15,low,0
1277,8,high,0
2604,30,medium,0
4763,31,medium,0
6068,29,medium,0
9422,31,medium,0
5348,27,medium,1
4503,31,low,0
9045,8,medium,0
7971,19,high,0
4209,5,high,0
8318,13,high,1
6492,1,high,0
1842,24,high,0
8120,4,medium,0
3740,8,medium,0
4829,3,low,0
1132,13,low,1
2283,21,low,0
4617,8,low,0
7411,3,medium,0
4962,7,medium,0
5590,26,high,0
2261,4,low,0
2315,4,medium,0
6691,24,high,0
9671,13,high,0
4447,24,medium,1
5483,3,high,0
7479,3,high,0
8381,18,low,0
1247,27,high,0
9272,27,high,0
3398,22,low,0
6550,21,medium,0
8441,6,high,0
5827,8,high,0
5196,3,medium,0
6461,4,medium,1
7740,24,high,0
7029,16,low,0
7561,3,low,0
1844,16,high,0
2280,13,medium,0
2012,3,high,0
1511,6,low,0
4966,5,medium,0
7851,16,medium,1
6150,8,low,0
6212,14,low,0
3121,31,medium,0
3627,4,high,1
4889,5,high,0
1635,16,medium,0
2892,26,medium,0
1752,26,high,0
4246,27,high,0
4545,29,low,0
6468,27,medium,0
4010,19,low,0
2122,14,high,0
6083,31,high,1
2617,15,high,0
8344,6,high,0
8599,18,low,0
8264,15,low,0
4385,3,low,0
5688,5,low,1
2475,20,high,0
7574,5,low,0
5069,30,high,0
7596,30,low,0
1926,30,medium,0
6049,15,low,0
4450,17,medium,0
8721,1,high,0
1183,15,medium,0
9051,18,low,0
7687,17,high,0
8599,14,low,0
7205,29,medium,0
9203,27,high,0
2396,12,low,0
5109,30,medium,0
7923,11,low,0
4598,8,low,0
9723,14,high,0
9647,28,low,0
9304,28,high,0
8465,13,high,0
4234,13,low,0
2675,31,low,0
3040,20,medium,0
1853,13,medium,0
1345,18,medium,1
2856,13,high,0
4466,11,medium,0
9735,24,low,1
6791,18,medium,1
1549,15,low,0
2327,22,medium,0
3195,2,low,0
5372,2,low,0
3913,3,low,0
2637,17,low,0
4497,25,low,0
9934,19,low,0
5969,24,low,0
1089,26,high,0
4310,11,low,0
1764,28,medium,1
8545,17,medium,1
3138,2,high,0
2851,17,medium,0
5959,4,high,1
7800,10,low,1
3163,9,low,0
5340,17,high,0
3507,9,medium,0
4250,25,low,0
8353,10,medium,0
9119,5,high,0
8130,11,low,0
9698,29,high,0
9805,10,low,0
8128,17,low,0
3922,16,high,0
4411,21,low,0
8382,18,medium,0
1198,15,high,0
7321,12,high,0
4252,28,medium,0
5227,27,medium,1
6696,6,medium,0
2620,1,low,0
9093,11,medium,1
1010,26,medium,0
8775,1,high,0
2026,10,low,0
9720,22,high,1
5085,27,low,0
8202,28,medium,0
9003,9,medium,0
9836,9,medium,0
1945,20,high,0
5892,20,high,0
4456,6,high,0
2379,21,low,0
4252,28,high,1
5018,13,high,0
9596,12,medium,0
3162,1,low,0
6181,27,high,0
3365,4,medium,0
5660,14,medium,0
3391,29,high,0
7151,19,medium,0
2558,12,medium,0
2707,12,high,0
8943,9,high,0
5333,28,medium,0
5570,17,low,0
9247,19,low,0
2492,8,high,0
1162,30,medium,0
7342,24,medium,0
5821,24,low,0
1946,22,low,1
5963,21,high,0
5940,9,medium,1
5904,21,medium,0
4017,14,medium,0
1361,7,high,0
9509,23,low,0
4504,3,medium,0
9234,22,low,0
2077,25,medium,0
8049,11,low,0
7688,27,medium,0
8051,22,low,0
7236,8,medium,0
9500,6,low,0
1036,14,low,0
4460,9,medium,0
5920,18,medium,1
9110,7,low,0
7539,24,high,1
5480,12,low,0
9404,9,low,0
8971,9,low,0
8204,17,low,0
3405,2,high,0
1905,4,low,0
4404,22,high,0
2253,19,medium,1
8074,3,low,1
5176,4,high,0
4401,12,low,0
7766,4,medium,0
8206,6,low,0
1074,11,high,0
3932,15,low,0
1366,7,medium,0
9170,2,medium,0
4242,14,high,0
7978,27,medium,1
3196,6,low,0
1750,31,high,0
8212,7,medium,0
5700,29,high,0
4256,20,high,1
6826,22,medium,0
6155,26,medium,0
1010,2,high,0
2978,27,high,1
8487,25,medium,1
9612,20,medium,0
6055,25,medium,0
6649,23,medium,0
6268,15,high,0
9814,1,high,0
9488,2,high,0
1235,21,medium,0
4137,13,low,0
2599,12,high,0
9103,22,medium,1
6970,2,low,1
1758,9,high,0
9742,9,high,0
4649,8,low,1
9047,11,medium,0
3725,5,medium,1
1174,27,high,0
9293,15,low,0
9342,2,high,0
3038,10,medium,0
4532,5,low,0
3465,10,high,0
2589,31,medium,0
5320,9,high,0
8226,2,low,0
7168,1,medium,0
9719,24,medium,0
9302,30,medium,0
4481,15,high,0
5459,1,high,0
9394,1,low,0
6703,20,medium,0
3497,10,low,0
4188,16,high,0
7110,17,medium,1
5803,2,medium,0
4209,28,low,1
3696,19,medium,0
5714,7,low,0
4941,20,low,0
8441,29,high,0
2235,27,medium,0
1435,8,low,0
5945,23,medium,0
9822,25,medium,0
1921,9,low,0
6273,17,high,0
9168,1,high,0
8659,24,medium,0
8707,28,medium,0
8633,10,high,0
7077,26,medium,0
1233,11,medium,0
1747,16,medium,0
3185,18,medium,1
3943,27,medium,0
4893,21,medium,0
2339,28,high,0
2259,2,medium,1
7966,14,low,0
7535,11,high,0
4999,23,low,0
2395,19,medium,0
1377,9,medium,0
2288,19,high,0
2969,31,low,0
4957,22,high,0
9180,23,high,0
9067,29,low,0
9545,29,medium,0
7539,21,high,0
6792,8,high,0
8068,12,medium,0
5483,14,high,0
1793,18,high,0
3053,7,high,0
5604,17,high,0
3379,31,medium,0
6023,21,high,1
5746,4,low,1
3746,14,low,0
6447,12,high,1
7249,21,low,0
3389,18,high,0
5373,25,medium,0
5995,11,medium,0
3797,24,medium,0
1432,25,medium,0
2473,18,low,0
3771,18,high,0
4511,20,low,0
8961,15,medium,0
6919,14,high,0
2611,27,high,0
8240,16,high,0
2815,15,high,0
7437,12,medium,0
5325,2,low,0
6693,31,medium,0
6520,14,high,0
1841,5,medium,0
7716,1,low,0
9027,4,low,0
8659,27,medium,0
6906,5,medium,0
8561,5,high,0
2994,11,high,0
2591,22,low,0
4843,28,high,0
7727,10,medium,0
4894,25,low,0
1954,26,medium,1
8353,23,high,1
9105,30,low,0
2412,31,low,1
7595,5,high,0
6151,3,low,1
2963,17,medium,0
2482,24,low,0
9167,9,low,0
9764,6,high,0
8354,17,medium,0
1803,22,medium,0
2013,3,low,0
4506,11,low,1
5477,1,low,0
3738,6,medium,1
8078,6,medium,0
7834,3,high,0
7497,30,high,0
2947,20,high,0
5728,24,high,0
3201,3,low,0
6673,11,low,0
7235,8,low,0
4437,3,medium,0
4305,26,low,0
4147,22,low,0
1842,14,low,0
9799,28,low,0
2527,1,high,0
9459,29,low,0
7039,29,medium,0
9892,6,high,0
3429,27,high,0
4444,26,high,0
7446,26,high,0
3089,13,high,1
8218,17,medium,0
1458,28,medium,0
7289,15,high,0
9832,14,medium,0
7641,26,low,1
2503,4,high,0
9798,13,low,0
8218,14,medium,0
9307,27,low,0
3115,12,high,0
9557,7,medium,0
4938,3,high,0
4452,30,low,0
1787,12,medium,0
4369,10,low,0
7773,5,medium,0
2084,21,medium,0
9022,6,medium,0
9252,21,low,0
9966,25,medium,0
6286,10,medium,0
5012,1,low,0
1524,27,low,0
4221,21,low,0
5986,14,medium,0
8579,6,medium,0
3726,21,high,0
6311,3,high,0
8670,10,high,0
5883,1,medium,0
3183,22,low,0
8999,6,high,0
7164,24,medium,0
9954,9,high,0
3003,26,low,0
5614,16,high,0
7366,7,medium,0
2866,15,high,0
3533,4,medium,0
9147,5,medium,0
4602,24,high,0
9579,12,medium,1
8148,1,low,0
1204,12,low,0
3053,31,low,0
6966,4,low,0
2694,21,low,1
4598,23,low,0
1114,15,medium,1
8836,28,medium,0
8866,4,low,0
3868,3,medium,0
5159,17,high,0
4381,2,high,0
6597,12,medium,0
2433,6,high,0
4879,22,low,1
1205,31,medium,1
5266,10,low,0
8355,9,low,0
4882,22,medium,0
4044,15,low,0
9823,4,high,0
7786,11,medium,0
7316,11,low,1
4878,20,high,0
2455,30,high,0
4311,9,low,0
3607,25,low,0
7957,18,high,0
1583,6,medium,0
5731,10,high,0
1830,16,low,0
2198,13,medium,0
7737,9,high,0
4614,21,medium,0
5317,18,medium,0
8309,19,high,0
4225,31,medium,0
9108,4,low,0
1044,11,low,1
2165,27,medium,0
8549,18,high,1
7889,22,low,0
1320,28,medium,0
5781,19,low,0
5514,20,low,0
2616,14,low,0
4705,17,medium,0
2269,7,medium,1
4182,22,medium,0
5004,3,medium,1
3256,3,medium,0
4613,5,low,0
8962,3,low,0
8050,19,medium,0
1244,6,medium,0
2256,19,high,0
3771,13,low,1
8298,19,medium,0
5987,29,high,0
1495,31,high,0
8658,16,medium,0
1226,2,high,0
9134,24,medium,0
2760,20,low,1
9599,16,high,0
8878,29,low,0
5928,11,medium,0
1485,27,medium,0
1930,11,medium,0
8716,6,medium,0
9097,3,medium,0
6384,13,high,0
3806,8,low,0
2145,12,medium,0
6454,22,medium,0
4660,8,medium,0
7963,9,low,0
5069,14,medium,0
6686,18,low,0
9664,15,high,0
8882,17,low,0
6786,4,high,0
5347,30,high,0
4644,30,medium,1
5133,10,high,0
2535,18,low,0
4966,25,high,0
2999,23,low,0
9435,24,medium,0
8599,25,low,0
2807,21,medium,1
3741,14,low,0
9788,28,high,1
3720,25,high,1
3671,15,medium,0
8045,11,high,0
8655,11,medium,0
7853,22,low,0
7997,17,low,0
9598,17,low,0
2062,12,high,0
4973,24,high,0
7519,2,medium,0
5093,2,low,1
3630,31,medium,1
7110,20,medium,0
4158,18,medium,0
1621,2,high,0
7815,13,medium,0
4418,7,high,0
2458,24,high,0
6133,28,low,0
5375,27,high,0
2672,17,medium,0
2018,2,low,1
8692,7,low,0
9601,26,low,0
4487,16,low,0
8430,23,high,0
2337,21,high,0
5041,9,low,0
3256,14,low,0
3063,17,low,0
8971,18,high,0
7024,27,high,1
6610,27,medium,0
6877,12,high,0
4378,15,high,0
7784,31,low,1
3999,9,high,0
8060,24,medium,0
7110,10,high,0
4347,19,medium,0
9712,4,medium,0
6949,19,low,1
1533,13,medium,0
6356,1,low,0
4623,22,medium,0
7460,24,medium,0
9965,1,low,0
4576,26,high,0
7714,7,high,1
4615,2,medium,0
3607,17,high,0
5025,14,medium,0
1072,18,low,0
6931,23,low,0
9400,10,low,1
4719,28,low,0
1502,25,medium,0
5606,7,low,0
7570,4,high,0
4928,19,medium,0
3037,11,medium,0
1860,22,medium,0
8203,14,medium,0
1147,22,high,0
6253,24,low,0
8457,2,medium,0
8534,30,high,0
8893,12,medium,0
1852,3,high,0
4270,3,low,1
9955,5,high,0
8077,11,medium,0
4118,17,medium,0
5891,16,high,0
2040,1,medium,0
5924,28,medium,0
5305,25,high,0
6974,29,high,0
2307,26,medium,0
4177,26,medium,0
3079,11,high,0
6286,23,high,0
1377,18,low,0
2289,1,high,0
3510,16,high,0
3554,4,medium,0
7875,18,high,0
5309,4,medium,0
3819,6,medium,0
5100,3,high,0
7626,18,medium,0
6903,31,medium,0
7670,21,low,0
3110,30,medium,1
9122,9,medium,1
1364,10,medium,0
8082,24,high,0
4460,6,medium,0
1888,21,low,0
6416,9,medium,0
8665,23,low,0
8636,13,high,0
5913,15,medium,0
4091,1,low,0
9693,19,high,0
5239,20,medium,0
5117,17,medium,0
5579,2,high,0
6947,20,high,0
1350,27,high,0
9195,24,low,0
7784,29,medium,0
7966,24,medium,0
5691,6,low,1
7884,11,high,0
1226,20,high,0
8787,13,high,0
9536,1,low,0
8807,25,medium,0
1362,6,medium,1
2530,11,high,0
7894,26,medium,0
6003,12,medium,0
5210,6,high,0
5854,19,low,0
4765,9,low,0
5100,23,medium,0
9495,23,low,0
2106,22,low,0
6339,14,medium,0
8407,8,medium,0
8811,26,low,0
3011,12,medium,0
7001,7,low,0
7559,21,medium,0
3678,14,medium,0
7444,4,high,0
9867,16,high,0
3145,23,high,0
3503,6,high,0
4991,26,high,0
9449,17,low,0
6704,21,high,0
7397,31,medium,0
7061,22,low,0
4441,16,high,0
4849,9,high,1
7244,11,low,1
3086,26,medium,0
9531,5,high,0
7742,2,high,0
9957,1,high,0
2203,24,low,0
4938,27,medium,0
4470,24,high,0
9484,7,low,1
2607,17,high,0
6170,6,low,0
2159,14,medium,1
7820,4,low,0
9622,26,low,0
2952,11,low,0
3253,30,medium,0
3321,15,high,0
1877,8,low,0
8557,24,low,0
2829,10,low,1
7246,19,low,0
4729,23,low,0
7975,29,medium,0
2124,6,low,0
7670,28,low,0
3522,29,low,0
1266,11,low,0
1004,7,high,0
7058,31,high,0
8961,30,medium,0
2769,29,low,0
4982,18,medium,0
7672,13,low,0
7406,12,high,0
6787,1,medium,0
3037,3,high,0
8207,25,low,0
9633,31,low,0
8267,20,low,0
9549,19,low,0
8711,24,low,1
6849,11,low,1
2472,24,medium,0
8383,27,medium,0
2574,21,low,0
1854,3,medium,0
1789,20,high,0
8304,13,low,0
2187,8,low,0
9538,11,medium,1
4590,30,medium,0
6033,23,medium,0
1330,8,high,0
4449,10,medium,0
7174,15,low,0
8143,6,low,0
6366,29,high,0
2080,22,high,0
1540,4,low,0
9562,3,high,0
5383,26,low,1
8190,14,high,0
1647,14,medium,0
3692,11,high,1
7900,30,high,0
8656,7,low,0
6550,12,high,0
1090,17,medium,0
7300,31,medium,0
5267,7,medium,0
1444,24,medium,1
7200,22,high,0
8173,10,high,0
3578,17,medium,0
1428,6,medium,0
4094,14,medium,0
2494,12,medium,0
2700,18,low,0
9577,28,medium,0
4428,31,medium,0
8848,31,high,0
5755,18,low,1
1961,31,high,0
7393,15,medium,0
7506,11,high,0
8865,6,high,0
1811,9,high,0
1461,18,low,0
8695,26,medium,0
7464,2,medium,0
3533,24,low,0
7753,4,low,0
3251,18,medium,0
6966,12,medium,0
2182,21,medium,0
4486,6,medium,1
6137,2,low,0
6514,28,medium,0
7794,7,medium,1
9895,20,high,0
9188,23,high,0
1187,7,high,0
1107,16,low,0
6921,17,low,0
8256,25,medium,0
5615,20,low,0
7367,30,high,0
9888,2,medium,0
9046,23,low,0
4884,17,low,1
9791,17,low,0
4899,19,low,0
5177,4,high,0
5356,1,medium,0
6064,29,low,0
8827,9,low,0
3148,5,low,0
4975,4,high,0
8316,29,medium,0
7390,8,high,0
3339,2,medium,0
1478,10,medium,0
5028,26,high,0
4677,26,high,0
1741,11,medium,0
6668,14,medium,0
7381,9,high,0
8333,18,high,0
9825,31,high,0
4754,27,medium,0
4636,6,high,0
9220,16,medium,0
9492,25,low,0
5795,8,low,0
3490,13,high,0
7659,17,high,0
4559,26,medium,0
2369,11,medium,0
2584,6,medium,0
8300,25,low,0
9622,11,medium,0
2295,19,medium,0
9378,23,medium,0
9549,30,medium,0
9821,15,medium,1
3350,23,medium,0
1412,19,high,0
5818,5,medium,0
4600,2,high,0
3791,19,medium,0
6975,2,high,0
6461,3,low,0
7811,4,low,0
5358,13,low,0
9281,7,medium,0
8637,17,low,0
2800,8,low,0
3764,28,high,0
7415,12,medium,0
4703,19,medium,0
8028,19,medium,0
9977,26,low,0
1717,30,high,0
3652,13,high,0
6563,21,medium,0
8807,8,medium,0
5200,6,low,1
7455,7,high,0
4618,21,high,0
1874,23,medium,0
5648,31,medium,0
6191,8,medium,0
5336,11,high,0
1382,19,medium,0
9974,4,medium,0
9323,20,high,0
9013,1,medium,0
9138,18,high,0
8570,23,medium,0
9327,31,high,0
6807,23,medium,0
4451,7,low,0
6355,3,low,0
4711,1,low,0
4241,10,medium,0
2324,3,medium,0
1736,5,medium,1
4336,20,low,0
1103,18,low,0
8412,20,medium,0
3099,7,medium,0
9542,7,high,0
2120,17,low,0
9300,1,low,0
8233,15,medium,0
6743,23,low,0
8174,21,low,0
3293,24,high,0
4482,28,medium,0
4654,23,low,0
4595,21,high,0
9407,1,high,1
1981,1,medium,0
6391,13,high,0
5423,19,medium,0
5082,14,high,0
1455,3,low,0
2004,3,medium,0
8168,14,high,0
7261,1,medium,0
5211,25,high,0
4314,31,medium,0
6857,13,low,0
5614,11,medium,0
7278,5,high,0
2906,4,high,0
7841,30,medium,0
5552,25,low,0
2944,9,low,1
4093,25,high,0
5272,11,high,1
3603,3,low,0
9956,15,high,0
5100,29,medium,0
9004,2,low,1
3659,27,low,0
8509,1,low,0
6036,19,low,1
6305,14,low,0
7158,11,low,0
4095,27,high,0
5563,21,high,0
2587,6,medium,0
6577,16,high,0
4072,20,high,0
4059,25,medium,0
3534,30,low,0
2319,2,medium,1
9201,1,medium,0
1652,10,low,1
5106,14,high,0
8786,28,low,0
9623,17,medium,0
8000,27,high,0
6713,10,medium,1
5998,29,low,0
5038,4,high,0
5753,15,medium,0
5843,7,medium,0
5156,5,low,0
7172,25,low,0
3252,30,low,0
9038,23,medium,0
5404,12,high,0
3344,3,low,0
4752,24,medium,0
4167,6,high,0
9402,26,low,0
1278,2,high,0
5145,16,medium,0
8602,27,low,0
2293,30,low,0
2709,1,low,1
8101,29,medium,1
4824,15,medium,0
7714,9,medium,0
7599,31,medium,1
1511,27,low,0
6007,12,high,0
3630,9,high,0
7689,4,low,0
2831,31,low,1
7926,27,high,0
1871,31,high,1
1784,26,high,0
9798,23,high,0
9796,25,medium,0
6020,8,high,0
5419,15,low,0
8351,4,high,0
5124,28,medium,0
3650,17,medium,1
8617,14,low,0
2475,18,medium,0
1260,15,medium,0
6128,26,medium,0
2251,10,high,0
4324,21,high,0
9621,9,low,0
1319,8,high,0
7477,3,high,0
4030,6,high,0
3459,15,high,0
6995,8,medium,0
8379,8,medium,0
7159,28,high,0
9280,16,medium,0
7840,20,high,0
5476,16,medium,0
9013,15,high,0
9051,21,low,0
3436,14,high,0
5511,23,high,0
1277,20,medium,0
3388,24,medium,0
9483,27,low,0
9552,25,high,0
1188,21,high,0
4993,1,high,0
9235,10,medium,0
6189,26,low,0
6676,31,low,0
3849,25,medium,0
8233,13,high,0
2579,11,high,0
3147,1,high,0
9972,7,medium,0
9688,8,low,0
6700,7,high,0
6901,1,medium,0
1717,5,medium,1
3870,20,low,0
4778,11,medium,0
7594,4,medium,0
8850,29,low,0
